sample_id,image_id,image_path_masked,image_real_path,crop,canonical_label,condition_group,dataset_split,question_type,question,visible_symptoms,lesion_location,symptom_pattern,severity_level,image_quality,confidence_level,triage_level,label_mentioned_in_question,input_no_label,input_with_label,target_answer,linked_knowledge_ids
BGQA000053,KQ_IMG_00065,images/kho_qua/KQ_IMG_00065.jpg,images/kho_qua/KQ_IMG_00065.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,visual_evidence,Nên theo dõi thêm dấu hiệu gì trong vài ngày tới?,"mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm",mặt dưới lá cần kiểm tra thêm,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Nên theo dõi thêm dấu hiệu gì trong vài ngày tới?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng nhìn thấy: mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Vị trí: mặt dưới lá cần kiểm tra thêm. Mức độ quan sát: nhẹ. Độ rõ ảnh: đạt yêu cầu. Câu hỏi người dùng: Nên theo dõi thêm dấu hiệu gì trong vài ngày tới?","Ảnh cho thấy mặt dưới lá cần kiểm tra thêm có vàng rõ dạng loang/góc cạnh mức nhẹ; có vết nâu nhẹ, cần kiểm tra mặt dưới lá khi ẩm. Dấu hiệu này có thể liên quan đến bệnh sương mai, nhưng hiện chưa nên kết luận tuyệt đối chỉ từ một góc ảnh. Nên kiểm tra thêm mặt dưới lá cần kiểm tra thêm, ảnh toàn cây, tốc độ lan và điều kiện chăm sóc gần đây trước khi xử lý mạnh. Trước mắt ưu tiên theo dõi, cải thiện chăm sóc cơ bản và đối chiếu với triệu chứng trên các lá khác.",K_BGT_DOWNY_SYMPTOM_001;K_BGT_GENERAL_NO_DOSAGE_001;K_BGT_GENERAL_VISUAL_EVIDENCE_001;K_BGT_LEAFSPOT_DIFF_DOWNY_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001
KHOQUA_SPCQA_V4_000003,KQ_IMG_00067,images/kho_qua/KQ_IMG_00067.jpg,images/kho_qua/KQ_IMG_00067.jpg,khổ qua/mướp đắng,bệnh sương mai,bệnh nấm,train,weather_risk,"Sau mưa hoặc khi vườn ẩm kéo dài, dấu hiệu này có cần theo dõi sát hơn không?","mặt trên lá có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm",mặt trên lá,vàng loang/góc cạnh,nhẹ,đạt yêu cầu,thấp,insufficient_evidence,no,"Cây trồng: khổ qua/mướp đắng. Triệu chứng quan sát: mặt trên lá có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí triệu chứng: mặt trên lá. Mẫu triệu chứng: vàng loang/góc cạnh. Mức độ: nhẹ. Chất lượng ảnh: đạt yêu cầu. Độ chắc chắn: thấp. Câu hỏi: Sau mưa hoặc khi vườn ẩm kéo dài, dấu hiệu này có cần theo dõi sát hơn không?","Cây trồng: khổ qua/mướp đắng. Nhãn tham chiếu: bệnh sương mai. Triệu chứng quan sát: mặt trên lá có vàng rõ dạng loang/góc cạnh mức nhẹ; ít vết nâu, cần kiểm tra mặt dưới lá khi ẩm. Vị trí triệu chứng: mặt trên lá. Mẫu triệu chứng: vàng loang/góc cạnh. Mức độ: nhẹ. Chất lượng ảnh: đạt yêu cầu. Độ chắc chắn: thấp. Câu hỏi: Sau mưa hoặc khi vườn ẩm kéo dài, dấu hiệu này có cần theo dõi sát hơn không?","Khi vườn ẩm, mưa nhiều hoặc tán cây bí, biểu hiện vàng loang/góc cạnh có thể tiến triển nhanh hoặc dễ nhầm với vấn đề khác. Nên giữ tán thông thoáng và kiểm tra sau mưa.",K_BGT_DOWNY_SYMPTOM_001;K_BGT_LEAFSPOT_DIFF_DOWNY_001;K_BGT_DOWNY_ACTION_001;K_BGT_DOWNY_CONFIDENCE_001;K_BGT_GENERAL_VISUAL_EVIDENCE_001;K_BGT_DOWNY_UMN_CUCURBIT_002;K_BGT_GENERAL_UNCERTAINTY_001;K_BGT_GENERAL_FOLLOWUP_001;K_BGT_GENERAL_NO_DOSAGE_001
CUCQA00001,DL_4c41b9c7cc15,images/dua_leo/DL_4c41b9c7cc15.jpg,images/dua_leo/DL_4c41b9c7cc15.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,identification,"Nhìn ảnh này đốm nâu trên lá đã rõ như vậy, nên nghĩ tới bệnh nào?","nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Nhìn ảnh này đốm nâu trên lá đã rõ như vậy, nên nghĩ tới bệnh nào? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Nhìn ảnh này đốm nâu trên lá đã rõ như vậy, nên nghĩ tới bệnh nào? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Dựa trên dấu hiệu đang thấy, ảnh nghiêng về bệnh thán thư vì nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức độ trung bình, độ chắc chắn trung bình. Cần phân biệt với sương mai và chảy gôm thân vì đều có thể tạo đốm/vết nâu trên lá. Giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_ANTH_WET_COND_002
CUCQA00002,DL_4c41b9c7cc15,images/dua_leo/DL_4c41b9c7cc15.jpg,images/dua_leo/DL_4c41b9c7cc15.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,visual_evidence,Dựa vào đâu giúp nhận ra bệnh này?,"đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Dựa vào đâu giúp nhận ra bệnh này? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Dựa vào đâu giúp nhận ra bệnh này? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Với ảnh hiện tại, bằng chứng quan trọng là đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Dấu hiệu này phù hợp nhất với hướng bệnh thán thư, nhưng cần phân biệt với sương mai và chảy gôm thân vì đều có thể tạo đốm/vết nâu trên lá. Mức độ hiện được xếp trung bình, độ chắc chắn trung bình. Giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_ANTH_WET_COND_002
CUCQA00003,DL_4c41b9c7cc15,images/dua_leo/DL_4c41b9c7cc15.jpg,images/dua_leo/DL_4c41b9c7cc15.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,initial_action,"Với tình trạng lá có nhiều vết vàng nâu hơn, hướng xử lý an toàn là gì?","đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Với tình trạng lá có nhiều vết vàng nâu hơn, hướng xử lý an toàn là gì? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Với tình trạng lá có nhiều vết vàng nâu hơn, hướng xử lý an toàn là gì? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Trường hợp này, bước đầu nên làm là: giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Dấu hiệu ảnh là đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều, phù hợp hướng bệnh thán thư ở mức trung bình. Đồng thời không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng; nếu cần dùng thuốc, hãy theo nhãn và khuyến cáo kỹ thuật địa phương.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_GENERAL_TRIAGE_001;K_CUC_GENERAL_HUMIDITY_001;K_CUC_ANTH_WET_COND_002
CUCQA00004,DL_4c41b9c7cc15,images/dua_leo/DL_4c41b9c7cc15.jpg,images/dua_leo/DL_4c41b9c7cc15.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,differential_diagnosis,"Với lá trong ảnh dưa leo có đốm nâu khá dễ thấy, có thể nhầm với gì?","nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Với lá trong ảnh dưa leo có đốm nâu khá dễ thấy, có thể nhầm với gì? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Với lá trong ảnh dưa leo có đốm nâu khá dễ thấy, có thể nhầm với gì? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Với ảnh hiện tại, hướng bệnh thán thư là hợp lý khi ảnh cho thấy nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Tuy vậy cần phân biệt với sương mai và chảy gôm thân vì đều có thể tạo đốm/vết nâu trên lá. Nếu ảnh chưa có đủ góc nhìn, nên bổ sung ảnh mặt dưới lá, thân/gốc hoặc toàn cây trước khi kết luận mạnh. Không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_GENERAL_IMAGE_FOLLOWUP_001;K_CUC_ANTH_WET_COND_002
CUCQA00005,DL_4c41b9c7cc15,images/dua_leo/DL_4c41b9c7cc15.jpg,images/dua_leo/DL_4c41b9c7cc15.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,general_consultation,"Ở cây trong hình dưa chuột có nhiều vết vàng nâu hơn, có làm cây yếu đi nhiều không?","nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Ở cây trong hình dưa chuột có nhiều vết vàng nâu hơn, có làm cây yếu đi nhiều không? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Ở cây trong hình dưa chuột có nhiều vết vàng nâu hơn, có làm cây yếu đi nhiều không? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Với ảnh hiện tại, bước đầu nên làm là: giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Dấu hiệu ảnh là nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều, phù hợp hướng bệnh thán thư ở mức trung bình. Đồng thời không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng; nếu cần dùng thuốc, hãy theo nhãn và khuyến cáo kỹ thuật địa phương.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_GENERAL_TRIAGE_001;K_CUC_GENERAL_HUMIDITY_001;K_CUC_ANTH_WET_COND_002
CUCQA00006,DL_4c41b9c7cc15,images/dua_leo/DL_4c41b9c7cc15.jpg,images/dua_leo/DL_4c41b9c7cc15.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,general_consultation,Nhìn vậy có đáng lo không?,"đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Nhìn vậy có đáng lo không? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Nhìn vậy có đáng lo không? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Ở góc nhìn tư vấn nông nghiệp, mức độ hiện tại được xếp trung bình dựa trên đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Với độ chắc chắn trung bình, triage phù hợp là early_action. Giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Nếu vết lan nhanh trong 24–48 giờ hoặc cây suy rõ, nên xử lý sớm hơn.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_GENERAL_TRIAGE_001;K_CUC_GENERAL_HUMIDITY_001;K_CUC_ANTH_WET_COND_002
CUCQA00007,DL_2f72f14db5e3,images/dua_leo/DL_2f72f14db5e3.jpg,images/dua_leo/DL_2f72f14db5e3.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,general_consultation,"Khi nhìn lá này lá có đốm nâu khá dễ thấy, có đáng lo không?","đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Khi nhìn lá này lá có đốm nâu khá dễ thấy, có đáng lo không? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Khi nhìn lá này lá có đốm nâu khá dễ thấy, có đáng lo không? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Ở góc nhìn tư vấn nông nghiệp, mức độ hiện tại được xếp trung bình dựa trên đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Với độ chắc chắn trung bình, triage phù hợp là early_action. Giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Nếu vết lan nhanh trong 24–48 giờ hoặc cây suy rõ, nên xử lý sớm hơn.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_GENERAL_TRIAGE_001;K_CUC_GENERAL_HUMIDITY_001;K_CUC_ANTH_WET_COND_002
CUCQA00009,DL_2f72f14db5e3,images/dua_leo/DL_2f72f14db5e3.jpg,images/dua_leo/DL_2f72f14db5e3.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,initial_action,"Nếu gặp đốm nâu khá dễ thấy như vậy, hướng xử lý an toàn là gì?","đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Nếu gặp đốm nâu khá dễ thấy như vậy, hướng xử lý an toàn là gì? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Nếu gặp đốm nâu khá dễ thấy như vậy, hướng xử lý an toàn là gì? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Trường hợp này, bước đầu nên làm là: giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Dấu hiệu ảnh là đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều, phù hợp hướng bệnh thán thư ở mức trung bình. Đồng thời không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng; nếu cần dùng thuốc, hãy theo nhãn và khuyến cáo kỹ thuật địa phương.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_GENERAL_TRIAGE_001;K_CUC_GENERAL_HUMIDITY_001;K_CUC_ANTH_WET_COND_002
CUCQA00010,DL_2f72f14db5e3,images/dua_leo/DL_2f72f14db5e3.jpg,images/dua_leo/DL_2f72f14db5e3.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,differential_diagnosis,"Khi nhìn lá này lá có nhiều vùng đốm nâu, khác bệnh dễ nhầm ở điểm nào?","đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Khi nhìn lá này lá có nhiều vùng đốm nâu, khác bệnh dễ nhầm ở điểm nào? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Khi nhìn lá này lá có nhiều vùng đốm nâu, khác bệnh dễ nhầm ở điểm nào? Triệu chứng nhìn thấy: đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Ở góc nhìn tư vấn nông nghiệp, bằng chứng quan trọng là đốm nâu kèm vàng nhẹ quanh vết, mức độ đang phát triển, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Dấu hiệu này phù hợp nhất với hướng bệnh thán thư, nhưng cần phân biệt với sương mai và chảy gôm thân vì đều có thể tạo đốm/vết nâu trên lá. Mức độ hiện được xếp trung bình, độ chắc chắn trung bình. Giữ lá khô, tưới gốc, tránh làm việc khi lá ướt, dọn lá bệnh nặng và theo dõi cả thân/quả. Không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_ANTH_WET_COND_002
CUCQA00012,DL_2f72f14db5e3,images/dua_leo/DL_2f72f14db5e3.jpg,images/dua_leo/DL_2f72f14db5e3.jpg,dưa leo,bệnh thán thư,bệnh nấm,train,identification,Có phải thiếu nước không?,"nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều",lá,đốm lá,trung bình,đạt yêu cầu,trung bình,early_action,no,"Cây trồng: dưa leo. Câu hỏi: Có phải thiếu nước không? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Cây trồng: dưa leo. Nhãn nghi ngờ: bệnh thán thư. Câu hỏi: Có phải thiếu nước không? Triệu chứng nhìn thấy: nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều. Mức quan sát: trung bình. Độ chắc chắn sơ bộ: trung bình.","Với ảnh hiện tại, không nên xử lý quá mạnh chỉ từ một ảnh. Dấu hiệu hiện thấy là nhiều đốm nâu không đều trên lá, có vùng mô khô, vùng vàng khá nổi bật, phần lá xanh vẫn còn tương đối nhiều, nghiêng về bệnh thán thư nhưng cần phân biệt với sương mai và chảy gôm thân vì đều có thể tạo đốm/vết nâu trên lá. Không tự nêu thuốc, hoạt chất hoặc liều lượng nếu không có nguồn/nhãn địa phương rõ ràng. Hướng an toàn là theo dõi thêm, giảm ẩm lá và kiểm tra các cây/lá lân cận.",K_CUC_ANTH_SYMPTOM_001;K_CUC_ANTH_VISUAL_001;K_CUC_ANTH_DIFF_001;K_CUC_ANTH_ACTION_001;K_CUC_ANTH_CONF_001;K_CUC_ANTH_TRIAGE_001;K_CUC_ANTH_FOLLOWUP_001;K_CUC_GENERAL_NO_DOSAGE_001;K_CUC_GENERAL_IMAGE_FOLLOWUP_001;K_CUC_ANTH_WET_COND_002
